OBJECTID,HUC_10,HUC_8,HUC_6,HUC_4,HUC_2,WSC_CODE,NAME,BASIN,,Natural Region,Cluster,Data_Source,Area_km2,RoadsDensity_m_km2,RailsDensity_m_km2,Trans_Density_m_km2,ServCorridor_Density_m_km2,Indust_density_m2_km2,Resid_density_m2_km2,Imperv_density_m2_km2,Agri_density_m2_km2, Fertil_Density_ha_km2 ,Cattle_Density_n_km2,Energy_Mining_density_m2_km2,Wells_density_m2_km2,Waste__density_m2_km2,SW_use_m3_km2,GW_use_m3_km2,Canal_density_m2_km2,Res_density_m2_km2,Dam_density_n_km2,StreamRoadCrossing_density_n_km2,Pop_Density_n_km2,Harvest_density_m2_km2,Wildfire_density_m2_km2,Riparian_density_km2_km2,RoadsRipDensity_m_km2,ResidRip_density_m2_km2,AgriRip_density_m2_km2,Shape_Length,Shape_Area
167,1103020504,11030205,110302,1103,11,05EC,WHITE EARTH CREEK,NORTH SASKATCHEWAN,,Dry Mixedwood,3,Internal,218,496,0,496,4151,167,3803,15294,200148,"13,750,254",5,835,2692,0,158,89,0,0,0,0.2,1,1244348,0,0.312,310,407,82721,82819,218461490
168,1103020503,11030205,110302,1103,11,05EC,WHITE EARTH CREEK,NORTH SASKATCHEWAN,,Dry Mixedwood,3,Internal,283,850,52,902,3375,585,13343,31417,269438,"19,238,289",12,2769,2881,15,1075,131,0,78,0,0.2,1,314352,69909,0.191,354,3978,98972,125627,283170486
169,1103020502,11030205,110302,1103,11,05EC,WHITE EARTH CREEK,NORTH SASKATCHEWAN,,Dry Mixedwood,3,Internal,301,976,31,1007,2738,1392,16322,34668,411738,"25,705,721",13,2717,1717,685,788,1259,0,26,0.003,0.3,1,1191210,13508,0.222,672,9160,223121,113372,301369277
170,1102020301,11020203,110202,1102,11,05DF,WHITEMUD CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,214,1552,40,1593,1545,4374,41315,66751,810591,"159,729,941",21,1035,4531,0,0,616,0,194,0,0.4,44,0,0,0.246,1322,36945,776943,79980,213759492
171,1102020302,11020203,110202,1102,11,05DF,WHITEMUD CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,162,2722,90,2812,1182,51638,112542,211144,616762,"54,021,422",17,683,2351,1772,0,326,0,2114,0,0.5,227,0,0,0.318,1685,68368,647239,98077,162098547
172,1102020303,11020203,110202,1102,11,05DF,WHITEMUD CREEK,NORTH SASKATCHEWAN,,Central Parkland,1,Internal,293,3594,95,3688,851,104649,105830,268676,482883,"50,747,093",20,2393,414,2240,0,763,505,1663,0,0.8,420,0,0,0.204,3182,71120,501354,147530,293100111
173,1102020304,11020203,110202,1102,11,05DF,WHITEMUD CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,179,2057,61,2117,930,5635,103419,143657,606681,"30,737,208",16,910,670,59,0,562,0,1853,0.006,0.3,118,0,0,0.117,1219,58863,723318,113753,178991860
174,1102020305,11020203,110202,1102,11,05DF,WHITEMUD CREEK,NORTH SASKATCHEWAN,,Central Parkland,3,Internal,224,1774,47,1821,738,802,99360,124231,712001,"42,232,105",18,1085,871,314,0,691,0,0,0,0.5,43,0,0,0.12,1151,52049,753236,96373,223599755
175,1102010201,11020102,110201,1102,11,05DE,WOLF CREEK,NORTH SASKATCHEWAN,,Foothills,2,Internal,241,1212,0,1212,4590,2380,1524,40814,62807,"1,137,428",3,2934,12604,1631,0,3372,0,0,0,0.4,1,10033718,791778,0.24,808,946,36623,76822,241408508
176,1102010203,11020102,110201,1102,11,05DE,WOLF CREEK,NORTH SASKATCHEWAN,,Central Mixedwood,3,Internal,174,1269,0,1269,3523,890,6044,36302,156425,"1,375,938",4,1634,12755,157,0,782,0,0,0,0.3,2,6050794,215517,0.17,895,10354,135461,60969,173582794
177,1102010202,11020102,110201,1102,11,05DE,WOLF CREEK,NORTH SASKATCHEWAN,,Foothills,2,Internal,252,837,0,837,3564,840,3564,26119,121254,"2,094,321",5,920,6197,28,0,1952,0,124,0.004,0.2,2,4250529,641623,0.235,411,2634,127835,96824,252038821
178,1104020201,11040202,110402,1104,11,05EE,UnNamed,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,257,1077,0,1077,677,34,16932,28765,877382,"57,363,937",29,1065,1901,0,0,192,0,457,0.004,0.4,3,0,0,0.299,1062,16929,824883,94424,256706068
179,1104020202,11040202,110402,1104,11,05EE,UnNamed,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,200,1599,52,1651,1015,8763,28174,59608,833125,"66,904,636",20,1353,2084,689,0,237,0,64,0.03,0.4,4,0,0,0.361,1690,27515,774583,125987,200455091
180,1104020203,11040202,110402,1104,11,05EE,UnNamed,NORTH SASKATCHEWAN,,Central Parkland,3,Internal,250,1241,54,1295,704,1999,18626,35540,831691,"65,938,679",17,461,1978,0,0,281,0,405,0.028,0.3,4,0,0,0.282,1286,17345,762527,103424,250071099
181,1103020201,11030202,110302,1103,11,05EC,REDWATER RIVER,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,217,1074,61,1134,488,416,27734,41134,856942,"72,633,212",15,1546,305,307,0,548,422,0,0,0.4,6,257116,0,0.203,706,17150,806552,82577,216758180
182,1103020202,11030202,110302,1103,11,05EC,REDWATER RIVER,NORTH SASKATCHEWAN,,Dry Mixedwood,1,Internal,256,2027,155,2182,3203,8007,30537,72540,601034,"32,705,141",11,2953,22596,814,0,846,0,0,0,0.2,4,0,35287,0.06,1616,36991,374060,91804,255682926
183,1103020203,11030202,110302,1103,11,05EC,REDWATER RIVER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,297,1167,29,1196,2721,632,19003,36115,573512,"35,967,597",12,12531,5581,0,0,4765,191,0,0,0.2,4,149547,68723,0.12,943,16472,566849,129791,297130285
184,1103020204,11030202,110302,1103,11,05EC,REDWATER RIVER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,297,1324,0,1324,1920,1132,35553,53388,572634,"37,260,843",12,16915,1999,0,0,380,0,0,0,0.3,10,231039,2783,0.166,1019,14345,489737,126637,296791790
185,1103020205,11030202,110302,1103,11,05EC,REDWATER RIVER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,286,1174,0,1174,2273,1510,21394,39848,524435,"67,440,791",15,8085,1121,364,0,866,0,0,0,0.3,3,105755,2442,0.283,957,11120,431481,96489,285778550
186,1103020206,11030202,110302,1103,11,05EC,REDWATER RIVER,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,261,1211,15,1227,928,1616,25354,41361,891167,"92,431,553",18,1337,1335,524,0,711,0,103,0,0.4,8,0,0,0.254,1093,17932,871688,98497,260841231
187,1103020101,11030201,110302,1103,11,05EC,NORTH SASKATCHEWAN BELOW REDWATER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,296,1017,66,1083,2377,2287,14419,30494,627026,"26,618,045",16,3693,1753,76,0,354,373,0,0,0.3,2,151836,52564,0.268,858,11643,576924,89516,296475809
188,1103020102,11030201,110302,1103,11,05EC,NORTH SASKATCHEWAN BELOW REDWATER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,215,1077,0,1077,864,187,14826,27058,718751,"47,332,249",25,2900,1647,0,0,193,0,27,0.033,0.3,2,0,0,0.121,1228,10456,715173,94223,215253869
189,1103020103,11030201,110302,1103,11,05EC,NORTH SASKATCHEWAN BELOW REDWATER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,245,1113,36,1149,2518,512,16860,33306,572316,"23,280,573",19,1526,3801,95,0,513,47,0,0,0.4,1,1228209,0,0.082,1022,10560,392897,94860,245134881
190,1103020104,11030201,110302,1103,11,05EC,NORTH SASKATCHEWAN BELOW REDWATER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,263,1003,0,1003,1604,279,13196,26097,659115,"50,717,513",22,16864,3080,75,0,152,201,0,0,0.2,2,19054,69,0.11,1004,16647,767002,124896,263415303
191,1103020105,11030201,110302,1103,11,05EC,NORTH SASKATCHEWAN BELOW REDWATER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,304,1082,19,1101,1040,380,15519,28394,717988,"47,491,009",17,3959,1262,0,0,477,0,0,0,0.2,2,611609,0,0.149,935,11923,709261,100357,304305451
192,1103020106,11030201,110302,1103,11,05EC,NORTH SASKATCHEWAN BELOW REDWATER,NORTH SASKATCHEWAN,,Central Parkland,3,Internal,255,1139,33,1172,1054,3684,17065,35892,737730,"48,772,689",17,9552,1993,26,0,644,0,213,0,0.3,3,0,7836,0.274,1151,16190,819855,115998,254862775
193,1103020107,11030201,110302,1103,11,05EC,NORTH SASKATCHEWAN BELOW REDWATER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,297,1127,36,1163,834,1521,22513,38583,799276,"49,384,655",17,1018,938,347,0,769,0,0,0,0.3,2,0,0,0.206,1091,19475,798219,127153,297473392
194,1103020108,11030201,110302,1103,11,05EC,NORTH SASKATCHEWAN BELOW REDWATER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,309,1010,34,1044,1272,161,17005,29572,744975,"47,963,585",20,1030,2254,55,0,703,212,0,0.003,0.3,1,568623,0,0.136,660,12763,569112,121652,308711518
195,1103020301,11030203,110302,1103,11,05EC,NAMEPI CREEK,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,286,876,31,907,1740,322,14859,26200,585438,"35,509,205",12,9591,813,0,0,258,1752,0,0,0.1,3,343207,0,0.261,545,6838,393582,103836,285984723
196,1103020302,11030203,110302,1103,11,05EC,NAMEPI CREEK,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,163,1256,77,1333,1006,907,25973,42802,854357,"49,180,784",13,730,1605,0,0,139,460,145,0,0.2,2,0,0,0.125,1674,24584,744633,86561,163244127
197,1103020303,11030203,110302,1103,11,05EC,NAMEPI CREEK,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,298,1124,44,1168,1689,1266,18519,34126,746352,"42,622,876",12,1809,2349,227,0,313,1301,0,0,0.1,3,43296,0,0.156,1004,12110,582207,135253,298260168
198,1103020401,11030204,110302,1103,11,05EC,EGG CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,267,1152,63,1215,1208,448,15501,30961,728866,"53,513,154",23,2778,2133,1252,0,425,52,0,0.015,0.3,3,726403,0,0.318,1247,13880,760435,117348,267014155
199,1103020402,11030204,110302,1103,11,05EC,EGG CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,248,1265,38,1304,686,449,18076,34128,779845,"59,504,382",21,2294,2765,194,0,315,0,0,0.008,0.4,3,0,0,0.287,1237,11445,703667,144690,248109733
200,1103020403,11030204,110302,1103,11,05EC,EGG CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,192,1124,87,1211,879,268,17376,31531,732177,"57,518,301",28,4876,2779,0,0,235,0,0,0,0.3,3,0,0,0.304,1172,13121,695307,106453,192322838
201,1104020301,11040203,110402,1104,11,05EE,BIRCH CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,291,1018,0,1018,984,238,9219,22203,777649,"94,685,761",14,1080,4184,0,0,248,0,3952,0.072,0.2,2,0,0,0.173,942,4119,656753,119848,291186424
202,1104020302,11040203,110402,1104,11,05EE,BIRCH CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,224,1014,0,1014,982,205,3673,15188,755660,"138,747,225",15,489,7781,0,0,319,0,0,0,0,4,0,0,0.001,0,1683,387514,91402,223975287
203,1104020303,11040203,110402,1104,11,05EE,BIRCH CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,285,1001,0,1001,1129,710,6952,19575,687197,"107,076,623",14,640,6737,0,0,217,0,1555,0.025,0.2,2,0,0,0.104,723,1233,324683,108937,284896397
204,1104020304,11040203,110402,1104,11,05EE,BIRCH CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,285,1130,72,1202,913,50,10069,24960,735046,"60,151,376",19,335,2905,339,0,217,0,1370,0.011,0.2,4,30480,0,0.057,540,4190,248154,127842,284629163
205,1104020305,11040203,110402,1104,11,05EE,BIRCH CREEK,NORTH SASKATCHEWAN,,Central Parkland,3,Internal,207,1288,117,1405,681,506,12298,30210,704615,"45,827,705",14,404,1012,631,0,319,0,4268,0.014,0.2,4,14433,0,0.07,1083,5559,567827,80347,207461605
206,1104030102,11040301,110403,1104,11,05EF,LOWER NORTH SASKATCHEWAN RIVER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,3,2086,0,2086,4012,0,14897,29965,66046,"17,270,286",21,918,0,0,0,0,0,0,0,0,5,0,0,0,868,3109,180813,12381,2510256
207,1104030104,11040301,110403,1104,11,05EF,LOWER NORTH SASKATCHEWAN RIVER,NORTH SASKATCHEWAN,,Dry Mixedwood,3,Internal,232,914,0,914,1812,2005,6202,21638,318897,"16,055,331",18,2036,1925,461,80164,133,0,0,0.026,0.2,6,2459875,0,0.079,1090,6610,154792,114308,232436198
208,1104030105,11040301,110403,1104,11,05EF,LOWER NORTH SASKATCHEWAN RIVER,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,181,1348,0,1348,2716,5623,5322,29899,263916,"11,498,408",13,2983,2277,106,1743,85,0,557,0.039,0.5,6,1590625,25951,0.096,1091,3570,522896,78288,180531942
209,1104030106,11040301,110403,1104,11,05EF,LOWER NORTH SASKATCHEWAN RIVER,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,200,1355,0,1355,1049,605,10227,26567,678018,"34,184,277",33,6926,639,0,700,262,0,825,0.03,0.3,6,0,0,0.067,1438,20017,639007,86679,199500418
210,1104030208,11040302,110403,1104,11,05EF,BIG GULLY CREEK,NORTH SASKATCHEWAN,,Central Parkland,3,Internal,320,1928,37,1966,1227,32253,35464,92409,735313,"247,216,943",33,995,12366,439,1210,1897,0,585,0.006,0.3,6,0,0,0.107,1378,11808,624440,118161,320490332
211,1104030209,11040302,110403,1104,11,05EF,BIG GULLY CREEK,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,178,1472,0,1472,953,84,13277,29843,716740,"53,357,882",50,8347,8480,0,708,253,0,1418,0.14,0.7,6,0,0,0.146,599,6123,59835,81383,178187443
212,1104010403,11040104,110401,1104,11,05ED,FROG CREEK,NORTH SASKATCHEWAN,,Dry Mixedwood,2,Internal,302,955,0,955,2347,1912,11044,27036,128138,"9,479,095",8,671,712,166,1115,3131,0,0,0,0.2,3,0,1416,0.132,1772,65835,114453,140496,301840167
213,1102030109,11020301,110203,1102,11,05EA,STURGEON RIVER,NORTH SASKATCHEWAN,,Central Parkland,1,Internal,100,3762,94,3856,2075,103084,132381,299385,246936,"41,597,854",20,2422,11345,10735,0,1864,274,4291,0,0.7,425,0,0,0.165,1976,52633,733536,57528,100216521
214,1102030110,11020301,110203,1102,11,05EA,STURGEON RIVER,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,76,2244,35,2280,1459,18176,72058,124268,730852,"58,369,709",14,2104,5719,113,0,250,0,1179,0,0.6,242,0,0,0.381,647,2933,413543,53970,75615887
215,1102010103,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,1,Internal,235,997,0,997,2131,604,8133,22258,447197,"8,724,432",13,12460,7038,9,0,530,959,28,0,0.6,7,1626411,25285,0.26,591,4423,259834,87367,234826894
216,1102010104,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,1,Internal,205,1035,0,1036,2860,921,15001,27660,439601,"7,113,917",15,42375,730,29,0,306,347,34,0,0.3,8,2280451,0,0.184,890,8610,329393,90845,205049502
217,1102010105,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,1,Internal,218,1229,0,1229,2518,1781,15162,32459,438352,"7,348,352",14,30375,5557,30,0,674,93,0,0,0.5,6,416047,43203,0.14,1179,30328,366787,123650,217932920
218,1102010301,11020103,110201,1102,11,05DE,BUCKLAKE CREEK,NORTH SASKATCHEWAN,,Foothills,2,Internal,265,1318,0,1318,2611,483,25316,46115,360352,"5,961,941",12,1935,8333,85,0,922,0,297,0,0.4,4,455076,312915,0.205,986,7103,394151,87375,265435975
219,1102010302,11020103,110201,1102,11,05DE,BUCKLAKE CREEK,NORTH SASKATCHEWAN,,Central Mixedwood,2,Internal,238,1411,76,1489,2619,582,15275,37666,482337,"13,581,473",16,859,8174,165,0,479,0,53,0,0.5,5,350801,507951,0.164,1134,8703,448997,86515,237584348
220,1102010304,11020103,110201,1102,11,05DE,BUCKLAKE CREEK,NORTH SASKATCHEWAN,,Central Mixedwood,2,Internal,312,1559,0,1559,2898,556,14031,37725,489567,"6,871,963",19,2075,17633,193,0,789,42,0,0,0.8,4,349347,1280071,0.265,1561,5295,423684,107444,312025875
221,1102010305,11020103,110201,1102,11,05DE,BUCKLAKE CREEK,NORTH SASKATCHEWAN,,Central Mixedwood,2,Internal,245,2024,0,2024,4319,797,12014,46087,469607,"5,613,515",20,6230,23090,512,0,2142,444,29,0,0.7,4,316550,1618009,0.305,1761,12183,378166,91442,245484108
222,1102010108,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,3,Internal,187,2037,0,2037,4078,451,13698,52817,429387,"4,239,379",11,7004,21790,431,0,3040,0,14,0.005,0.5,4,2993170,408571,0.252,535,0,0,89214,186873706
223,1102010111,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Foothills,2,Internal,89,839,0,839,3960,2095,0,26853,0,"1,280",0,1401,9454,118,0,123,0,0,0,0.1,4,20509942,0,0.242,1127,33267,572114,55085,88501627
224,1102010101,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,1,Internal,267,1373,0,1374,1030,512,45056,61381,608363,"18,098,996",15,30330,330,0,0,604,423,78,0,0.5,7,81320,0,0.123,1074,8396,364866,128746,266638590
225,1102010102,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,1,Internal,288,1392,10,1402,1915,9459,12340,39339,461343,"15,131,692",15,115457,2433,1730,0,1863,28,27313,0,0.7,7,518613,0,0.147,2134,30818,373873,106423,288413780
226,1102010106,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,2,Internal,300,2446,0,2446,3712,9392,45247,89728,477507,"6,055,298",14,11266,17612,1745,0,810,0,108,0,0.9,5,473571,461208,0.152,1961,819,17725,88663,300319367
227,1102010109,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,3,Internal,154,1992,0,1992,4349,2382,640,61393,13212,"2,093,561",3,2802,25846,0,0,3196,0,0,0,0.5,3,16925833,2642,0.19,726,0,0,75044,153591499
228,1102010110,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,3,Internal,130,1123,0,1123,3843,1086,11,35570,0,"535,772",2,2521,18412,64,0,1205,0,0,0,0.2,3,18704736,45397,0.17,2453,13732,248333,53262,130098375
229,1102010107,11020101,110201,1102,11,05DE,NORTH SASKATCHEWAN ABOVE WABAMUN,NORTH SASKATCHEWAN,,Central Mixedwood,3,Internal,239,2705,1,2705,5508,23641,25896,102484,306027,"5,323,305",11,11630,28733,2352,0,3085,19,277,0,0.9,4,3800420,482241,0.255,1353,10939,427565,74838,238611459
230,1102010303,11020103,110201,1102,11,05DE,BUCKLAKE CREEK,NORTH SASKATCHEWAN,,Central Mixedwood,2,Internal,193,1711,29,1742,2848,1703,17643,44761,481817,"65,162,525",21,1401,13869,789,0,926,0,1732,0.005,0.6,6,886025,352459,0.18,1443,14547,510612,82076,193472233
231,1104010102,11040101,110401,1104,11,05ED,NORTH SASKATCHEWAN AND MANN LAKES,NORTH SASKATCHEWAN,,Central Parkland,2,Internal,103,1879,0,1879,1496,410,15270,36879,591122,"30,891,876",24,4956,81,20,59450,820,0,0,0,0.5,3,0,0,0.092,0,0,0,58578,103221510
